title,description,price,square,province,district,ward,post_date,num_bedrooms,num_toilets,num_floors,link,_ingestion_timestamp,_partition_province,_partition_year,_partition_month,_parsed_post_date,price_vnd,square_m2,post_date_parsed,title_clean,province_clean,district_clean,ward_clean,price_per_m2,has_price,has_square,has_location,quality_score,dedup_key
"NHÀ PHÂN LÔ, Ô TÔ ĐỖ CỬA- PHỐ NGUYÊN HỒNG, ĐỐNG ĐA- DIỆN TÍCH 43M2X4 TẦNG – 12.7 TỶ","Nhà phân lô ô tô đỗ cửa tọa lạc tại phố Nguyên Hồng, Đống Đa, với diện tích 43m2 và kết cấu 4 tầng, giá chỉ 12.7 tỷ.

Ngôi nhà được xây dựng chắc chắn, với kết cấu bê tông cốt thép, chỉ cách mặt phố Nguyên Hồng vài bước chân. Từ đây, bạn dễ dàng kết nối với các tuyến phố lớn như Thái Hà, Huỳnh Thúc Khán, Nguyễn Chí Thanh và Láng Hạ.

Thiết kế mỗi tầng gồm hai phòng, mặt tiền rộng 3,6m, với hình dáng vuông vắn và tiện nghi, chỉ cần mang đồ vào là có thể ở ngay. Khu vực xung quanh thoáng đãng, sạch sẽ, và hàng xóm thân thiện sẽ mang lại cho bạn không gian sống lý tưởng.

Pháp lý rõ ràng, sổ hồng trao tay.

Liên hệ với tôi, Mr Mạnh, qua số điện thoại 0866.363.866 để được xem nhà.",12.7 tỷ,43 m2,ha_noi,Quận Đống Đa,Phường Láng Thượng,16/10/2025,5,4,4,https://bds.com.vn/nha-phan-lo-o-to-do-cua--pho-nguyen-hong-dong-da--dien-tich-43m2x4-tang-%E2%80%93-127-ty-p616505.html,2025-12-15T22:46:05.255938,ha_noi,2025,10,2025-10-16T00:00:00,12700000000.0,43.0,2025-10-16,"nhà phân lô, ô tô đỗ cửa- phố nguyên hồng, đống đa- diện tích 43m2x4 tầng – 12.7 tỷ",ha_noi,Quận Đống Đa,Phường Láng Thượng,295348837.2093023,1,1,1,3,473e7b2c5e6db44e0a668234101c8fd7
"LÔ GÓC - NGÕ THÔNG TAM ĐA - KINH DOANH HOMESTAY- APARTMENT. THỤY KHUÊ , NHÀ 102M2, 4T, MT8M, GIÁ 9.5 TỶ.","LÔ GÓC - NGÕ THÔNG TAM ĐA - KINH DOANH HOMESTAY- APARTMENT. THỤY KHUÊ , NHÀ 102M2, 4T, MT8M, GIÁ 9.5 TỶ.
+ Nhà đẹp giá tốt, ngôi nhà xây dựng rất tâm huyết của chủ nhà vì có nhiều nhà mặt phố cho thuê nên muốn xây nhà để ở thật chất lượng là nơi yên tĩnh nghỉ ngơi.
+ Chủ nhà là KTS tự tay thiết kế thi công lên căn nhà tuyệt đẹp, kết cấu bê tông chắc chắn, sân trước nhà 40m, xây 70m.
+ Vị trí nằm ngay đoạn phố đẹp nhất Thụy Khuê, 50m ra ngã ba Tam Đa có chỗ để ô tô ngay đó, 70m ra ngã tư Văn Cao, đường ven Hồ Tây.
+ Nhà thiết kế 4 tầng, Sân rộng, phòng khách, phong bếp, WC, 5 ngủ, sân thượng. Chuẩn công năng cho đại gia đình.
+ Nhà có thể kinh doanh Homestay or Apartment vì phòng đẹp và WC khép kín cho từng phòng.
+ Chủ rất thiện chí bán nên để giá tốt. Sổ đỏ vuông đẹp, pháp lý rõ ràng, sẵn sàng giao dịch, sổ đỏ trao tay có nhà ở hoặc kinh doanh ngay giá thương lượng.
Lh : Hoàng Anh ( zalo,facebook...) để được tư vấn và dẫn xem nhà miễn phí.",9.5 tỷ,102 m2,ha_noi,Quận Tây Hồ,Phường Thuỵ Khuê,16/10/2025,6,4,4,https://bds.com.vn/lo-goc---ngo-thong-tam-da---kinh-doanh-homestay--apartment-thuy-khue--nha-102m2-4t-mt8m-gia-95-ty-p484009.html,2025-12-15T22:47:29.133194,ha_noi,2025,10,2025-10-16T00:00:00,9500000000.0,102.0,2025-10-16,"lô góc - ngõ thông tam đa - kinh doanh homestay- apartment. thụy khuê , nhà 102m2, 4t, mt8m, giá 9.5 tỷ.",ha_noi,Quận Tây Hồ,Phường Thuỵ Khuê,93137254.90196079,1,1,1,3,4ac42e830fd6c23723be0e9e8bba4b34
NHÀ BÁN ĐƯỜNG LÝ THƯỜNG KIỆT- 3x15- CHỈ 3.55 TỶ,"Nhà bán tại đường Lý Thường Kiệt, Gò Vấp với giá chỉ 3.55 tỷ.

Diện tích 45m2, kích thước 3x15m, nhà được thiết kế trệt lửng đúc giả với 4 phòng ngủ và 3 toilet, đáp ứng tốt nhu cầu sinh hoạt cho gia đình. Hẻm trước nhà thông thoáng, chỉ cách mặt tiền Lý Thường Kiệt một căn, mang lại sự thuận tiện trong di chuyển.

Vị trí cực kỳ đắc địa, gần các quán xá, bệnh viện, trường học các cấp và chợ dân sinh, giúp bạn dễ dàng tiếp cận mọi tiện ích trong cuộc sống.

Sổ hồng riêng, hoàn công đầy đủ, có thể công chứng ngay.

Giá bán: 3.55 tỷ.

Liên hệ ngay với tôi qua số 0902552978 (Trang) để biết thêm chi tiết và đặt lịch xem nhà.",3.55 tỷ,45 m2,ho_chi_minh,Quận Gò Vấp,Phường 7,16/10/2025,4,3,2,https://bds.com.vn/nha-ban-duong-ly-thuong-kiet--3x15--chi-355-ty-p609049.html,2025-12-15T16:29:25.169648,ho_chi_minh,2025,10,2025-10-16T00:00:00,3550000000.0,45.0,2025-10-16,nhà bán đường lý thường kiệt- 3x15- chỉ 3.55 tỷ,ho_chi_minh,Quận Gò Vấp,Phường 7,78888888.8888889,1,1,1,3,4fe173e058beb8eb58cd3279eeda93fe
"bán nhà Tập thể phố Huế - Lê Gia Định. 70m 3 ngủ. 2,05 tỷ","Nhà tập thể phố Huế - Lê Gia Định đang chờ đón chủ nhân mới. Với diện tích sử dụng 70m², căn nhà gồm 3 phòng ngủ rộng rãi, phù hợp cho gia đình. Giá bán 2,05 tỷ (có thương lượng), chỉ với hai tỷ không trăm năm mươi triệu.

Căn nhà được bán kèm toàn bộ nội thất như trong hình, giúp bạn có thể dọn vào ở ngay mà không cần lo lắng về việc trang trí hay mua sắm thêm đồ đạc.

Sổ đỏ chính chủ, không qua môi giới, mang lại sự thuận lợi cho giao dịch.

Nếu bạn quan tâm, vui lòng liên hệ số điện thoại: 0838939258 để biết thêm chi tiết.",2.05 tỷ,70 m2,ha_noi,Quận Hai Bà Trưng,Phường Phố Huế,16/10/2025,3,1,4,https://bds.com.vn/ban-nha-tap-the-pho-hue---le-gia-dinh-70m-3-ngu-205-ty-p616667.html,2025-12-15T22:46:05.254821,ha_noi,2025,10,2025-10-16T00:00:00,2049999999.9999998,70.0,2025-10-16,"bán nhà tập thể phố huế - lê gia định. 70m 3 ngủ. 2,05 tỷ",ha_noi,Quận Hai Bà Trưng,Phường Phố Huế,29285714.285714284,1,1,1,3,51bbcc5749aa82541bfb4fa03b7eacab
BIỆT THỰ VÍP !!!! BẮC LINH ĐÀM 224m2 x 4T x mt15 - hơn 20 tỷ,"BIỆT THỰ VÍP !!!! BẮC LINH ĐÀM 224m2 x 4T x mt15 - hơn 20 tỷ
Mô tả.
+ BT nằm sau khách sạn Mường Thanh.
+ Hiện trạng nhà Biệt thự 4 tầng, diện tích xây dựng khoảng 120m2/1 sàn, còn lại diện tích để lưu không. sân và tiểu cảnh.
+ Tầng 1: Phòng khách + Bếp + WC.
+ Tầng 2,3: Mỗi tầng 3 phong ngủ + 2 WC.
+ Tầng 4: 2 Phòng ngủ + sân phơi.
+ Nhà do kiến trúc sư nổi tiếng thiết kế, không gian, cảnh quan đẳng cấp, nội thất hiện đại, chủ mới chỉ việc về ở.
+ Phù hợp kinh doanh mọi loại hình dịch vụ như Spa, Nhà hàng, Văn phòng.
+ Sổ đỏ chính chủ, pháp lý đầy đủ.
+liên hê: 0915962269 để xem biệt thự",26 tỷ,224 m2,ha_noi,Quận Hoàng Mai,Phường Hoàng Liệt,16/10/2025,8,5,4,https://bds.com.vn/biet-thu-vip--bac-linh-dam-224m2-x-4t-x-mt15---hon-20-ty-p484007.html,2025-12-15T22:47:29.410277,ha_noi,2025,10,2025-10-16T00:00:00,26000000000.0,224.0,2025-10-16,biệt thự víp !!!! bắc linh đàm 224m2 x 4t x mt15 - hơn 20 tỷ,ha_noi,Quận Hoàng Mai,Phường Hoàng Liệt,116071428.57142857,1,1,1,3,52a93fe4b32ed3a519955c7798822dd4
"Cần bán nhà 4 tầng, hẻm xe hơi đường 22, Phước Long B, TP Thủ Đức, diện tích 4.3*12m giá chỉ 7tỷ","Cần bán nhà 4 tầng hẻm xe hơi đường 22, Phước Long B, TP Thủ Đức với diện tích 50.5m2, giá chỉ 7 tỷ.

Nhà được xây dựng kiên cố với kết cấu bê tông cốt thép, gồm 1 trệt và 3 lầu, rất rộng rãi và thoải mái, phù hợp để ở ngay với 4 phòng ngủ và 5 nhà vệ sinh. Hẻm xe hơi thông thoáng, thuận tiện ra vào, tạo sự thoải mái cho gia đình.

Khu vực xung quanh có dân trí cao, sạch sẽ và thân thiện, mang lại không gian sống lý tưởng. Sổ hồng chính chủ, không bị quy hoạch, có thể công chứng ngay.

Khu dân cư hiện hữu với nhiều tiện ích, phục vụ nhu cầu sinh hoạt hàng ngày.

Giá bán 7 tỷ, quý khách có thể xem nhà và đàm phán trực tiếp với tôi.",7 tỷ,200 m2,ho_chi_minh,Quận 9,Phước Long B,16/10/2025,4,5,4,https://bds.com.vn/can-ban-nha-4-tang-hem-xe-hoi-duong-22-phuoc-long-b-tp-thu-duc-dien-tich-4312m-gia-chi-7ty-p609010.html,2025-12-15T16:29:42.652081,ho_chi_minh,2025,10,2025-10-16T00:00:00,7000000000.0,200.0,2025-10-16,"cần bán nhà 4 tầng, hẻm xe hơi đường 22, phước long b, tp thủ đức, diện tích 4.3*12m giá chỉ 7tỷ",ho_chi_minh,Quận 9,Phước Long B,35000000.0,1,1,1,3,55d21c3fc9b22b85f334fe61503f1c6b
"BÁN NHÀ NGÕ PHÚ VIÊN, BỒ ĐỀ, LONG BIÊN - Ô TÔ - KINH DOANH - ĐẦU TƯ - DÒNG TIỀN","Căn nhà tuyệt đẹp tại ngõ Phú Viên, Bồ Đề, Long Biên đang chờ đón chủ nhân mới với mức giá 21 tỷ VNĐ. Với diện tích 121m2 (thực tế 124m2) và mặt tiền 6m, căn nhà này không chỉ là nơi an cư lý tưởng mà còn là cơ hội vàng cho những ai muốn đầu tư kinh doanh.

Nằm trong vị trí đắc địa, chỉ cách phố cổ Ngọc Lâm vài bước chân và Hồ Gươm chỉ 5 phút di chuyển, căn nhà mang lại sự thuận tiện tối đa về giao thông. Mặt tiền rộng rãi cùng diện tích lớn rất phù hợp để phát triển thành một tòa nhà 8 tầng phục vụ cho khách sạn, căn hộ cho thuê hoặc các dịch vụ kinh doanh khác.

Căn nhà được thiết kế thông minh với tầng 1 thông sàn, lý tưởng cho gara và phòng khách, trong khi tầng 2 bao gồm 2 phòng ngủ, bếp và WC, phù hợp với nhu cầu của gia đình hoặc nhân viên văn phòng.

Khu vực xung quanh có đầy đủ tiện ích như siêu thị, trường học, bệnh viện, quán ăn và cà phê, mang đến cuộc sống tiện nghi và thoải mái cho cư dân.

Liên hệ ngay với NamTrue, chuyên gia bất động sản đáng tin cậy, để được tư vấn chi tiết và sở hữu kịp thời siêu phẩm này. Chúng tôi cam kết mang đến sự yên tâm tuyệt đối cho quý khách hàng với sự phục vụ chu đáo, trung thực và cẩn thận.",21 tỷ,124 m2,ha_noi,Quận Long Biên,Phường Bồ Đề,16/10/2025,1,2,2,https://bds.com.vn/ban-nha-ngo-phu-vien-bo-de-long-bien---o-to---kinh-doanh---dau-tu---dong-tien-p616194.html,2025-12-15T22:46:20.634351,ha_noi,2025,10,2025-10-16T00:00:00,21000000000.0,124.0,2025-10-16,"bán nhà ngõ phú viên, bồ đề, long biên - ô tô - kinh doanh - đầu tư - dòng tiền",ha_noi,Quận Long Biên,Phường Bồ Đề,169354838.70967743,1,1,1,3,5851335a98ec7fb2df29c09718434474
"Nhà Nguyễn Xiển, Phân Lô Ô Tô Tránh, Kinh Doanh, 4 tầng, 46m – 10.5 tỷ – 0902083139","+ Bán nhà phân lô ô tô chạy vòng quanh, hiếp đẹp khu vực Nguyễn Xiển, Triều Khúc, Xa La Nguyễn Xiển, Nguyễn Trãi, trung tâm Thanh Xuân với thông số tuyệt vời sau.
+ Diện tích 46m – 4 tầng – mặt tiền 3.9m
+ Vị trí nhà đẹp nhất khu vực, phân lô vỉa hè ô tô tránh, giao thông thuận tiện thông các phố Nguyễn Xiển, Vành Đai 3 Trên Cao, Triều Khúc, Nguyễn Trãi.
+ Khu vực quy hoạch ổn định, xung quanh nhiều dự án lớn đang triển khai, hạ tầng ngày càng hiện đại, tiện ích không thiếu thứ gì.
+ Nhà mới chủ tự xây được 2 năm cực kỳ hiện đại và chắc chắn, hiện đang kinh doanh siêu thị, thiết kế với 4 phòng ngủ, nhà 2 thoáng nên phòng nào cũng tràn ngập ánh sáng tự nhiên, nội thất cao cấp chủ để lại cho khách mua thiện trí.
+ Sổ đỏ phân lô, chính chủ, giao dịch ngay.
+ Giá chào: 10.5 tỷ (Có thương lượng)
+ Liên hệ xem nhà: 0902083139
Miễn phí xem nhà – Nguồn nhà phong phú – Nhiệt tình tận tâm – Hỗ trợ 24/24",10.5 tỷ,46 m2,ha_noi,Quận Thanh Xuân,Phường Thanh Xuân Nam,16/10/2025,4,4,4,https://bds.com.vn/nha%CC%80-nguye%CC%83n-xie%CC%89n-phan-lo-o-to-tra%CC%81nh-kinh-doanh-4-ta%CC%80ng-46m-%E2%80%93-105-ty%CC%89-%E2%80%93-0902083139-p466475.html,2025-12-15T16:09:12.737346,ha_noi,2025,10,2025-10-16T00:00:00,10500000000.0,46.0,2025-10-16,"nhà nguyễn xiển, phân lô ô tô tránh, kinh doanh, 4 tầng, 46m – 10.5 tỷ – 0902083139",ha_noi,Quận Thanh Xuân,Phường Thanh Xuân Nam,228260869.5652174,1,1,1,3,59f71a889b1235a59425eb6fdde1e834
WESTGATE  KHU CĂN HỘ TRUNG TÂM HÀNH CHÍNH TÂY SÀI GÒN  CHÍNH THỨC NHẬN BOOKING,"WESTGATE  KHU CĂN HỘ
TRUNG TÂM HÀNH CHÍNH TÂY SÀI GÒN
CHÍNH THỨC NHẬN BOOKING
Thông tin dự án
-Vị trí: WestGate là dự án cao tầng duy nhất nằm trong cụm hành chính, chiếm vị thế độc tôn khan hiếm, với 5 mặt tiền đường, tiềm năng tăng giá cao gấp 20-30% so với các dự án khác
-Pháp lý chuẩn chỉnh 100%: sổ tổng thể & giấy phép xây dựng
-Phủ xanh không gian sống: Công viên nội khu 1.8ha, công viên ngoại khu 2ha
-50 Tiện ích sống đẳng cấp: Sân golf giả lập 3D, Hồ bơi tiêu chuẩn OLYMPIC 50m sử dụng cộng nghệ muối khoáng, hồ cạn, dòng sông lười, Sân Tennis trên không, phòng họp, Karaoke, phòng tiệc, khu BBQ,....
Loại hình: Căn hộ, Shophouse, Villa
-Loại 2PN,2WC: 59m2 - 70m2 - 75m2
-Loại 3PN,2WC: 85m2 - 113m2
-Villa, Shophouse: từ 111m2 (1 trệt, 1 lầu)
Căn hộ bàn giao hoàn thiện với THIẾT BỊ HIỆN ĐẠI: sàn gỗ, khóa từ, bếp, hút mùi, full thiết bị WC, vách tắm đứng, hệ thống chiếu sáng, videocall...
THÔNG TIN CĐT
Chủ đầu tư: Tập đoàn An Gia và Quỹ đầu tư Creed Group hợp tác phát triển.
Đơn vị xây dựng: Tổng thầu Ricons
Đơn vị giám sát: Hoosiers Nhật Bản
---------------------------Cập nhật thông tin chi tiết0971 07 4505",3.2 tỷ,70 m2,ho_chi_minh,Huyện Bình Chánh,Tân Túc,16/10/2025,2,2,13,https://bds.com.vn/westgate--khu-can-ho-trung-tam-hanh-chinh-tay-sai-gon--chinh-thuc-nhan-booking-p452353.html,2025-12-15T16:33:11.049200,ho_chi_minh,2025,10,2025-10-16T00:00:00,3200000000.0,70.0,2025-10-16,westgate  khu căn hộ trung tâm hành chính tây sài gòn  chính thức nhận booking,ho_chi_minh,Huyện Bình Chánh,Tân Túc,45714285.71428572,1,1,1,3,59fe3336dde9cdd9d7be27e87bdb4088
"MẶT TIỀN KINH DƯƠNG VƯƠNG Q6 - 5 TẦNG (3.6 x 15 ) - CHỈ 8,790T.Ỷ","Mặt tiền Kinh Dương Vương Quận 6, nhà 5 tầng với diện tích 54m2 (3.6 x 15) đang chờ đón bạn. Chỉ với 8,790 triệu, bạn sẽ sở hữu một không gian lý tưởng cho gia đình hoặc đầu tư.

Vị trí đắc địa, nằm trong khu nội bộ CXPLA, có vỉa hè riêng và trục đường thẳng ra Kinh Dương Vương, thuận tiện di chuyển đến Quận 10, Quận 5 và Quận 1.

Nhà được thiết kế thông minh với 5 phòng ngủ rộng rãi và 6 nhà vệ sinh, đáp ứng đầy đủ nhu cầu sinh hoạt của cả gia đình. Sân thượng trước sau là nơi lý tưởng để trồng cây xanh hoặc tổ chức tiệc BBQ cùng bạn bè và người thân.

Khu vực xung quanh không thiếu tiện ích, gần trường học các cấp, chợ và siêu thị, giúp cuộc sống của bạn thêm thuận tiện. Sổ hồng chính chủ, công chứng nhanh gọn trong ngày.",8.79 tỷ,54 m2,ho_chi_minh,Quận 6,Phường 11,16/10/2025,5,6,5,https://bds.com.vn/mat-tien-kinh-duong-vuong-q6---5-tang-36-x-15----chi-8790ty-p611464.html,2025-12-15T16:29:15.795217,ho_chi_minh,2025,10,2025-10-16T00:00:00,8790000000.0,54.0,2025-10-16,"mặt tiền kinh dương vương q6 - 5 tầng (3.6 x 15 ) - chỉ 8,790t.ỷ",ho_chi_minh,Quận 6,Phường 11,162777777.7777778,1,1,1,3,5fbdecae781b297fbedfbd54667256e3
Gấp bán nhà HXH Trần Thị Trọng Tân Bình 4 tầng 6 PN 5WC,"+ Nhà hẻm xe tải tránh, hẻm thông Huỳnh Văn Nghệ, Nguyễn Phúc Chu, Phan Huy Ích, Hoàng Bật Đạt.
+ Chỉ mất 5 phút là di chuyển tới Phạm Văn Bạch, Phan Huy Ích, Himlam, khu công nghiệp Tân Bình,… Và mất tầm 15 phút là di chuyển tới các quận trung tâm.
+ Vị trí thuận tiện di chuyển sang Gò Vấp, Tân Bình, Tân Phú, Quận 12.
+ Nhà xây 4 lầu thiết kế lệch tầng 2 giếng trời giữa và sau rất thoáng.
+ Gia chủ thiết kế gara đậu ô tô và xe máy trước nhà tách biệt với phòng khách.
+ Nhà có 2 giếng trời, phòng khách, bếp, 6 phòng ngủ xây lệch tầng.
+ Chủ thiện chí nhiệt bán. Sổ nằm ở nhà. Xem nhà xem sổ ngay.
+ Diện tích: 72m2, ngang 4m, dài 18m.
Liên hệ em ngay để xem nhà
TRÂN TRỌNG",7.1 tỷ,72 m2,ho_chi_minh,Quận Tân Bình,Phường 15,16/10/2025,6,5,4,https://bds.com.vn/gap-ban-nha-hxh-tran-thi-trong-tan-binh-4-tang-6-pn-5wc-p485353.html,2025-12-15T16:31:23.610109,ho_chi_minh,2025,10,2025-10-16T00:00:00,7100000000.0,72.0,2025-10-16,gấp bán nhà hxh trần thị trọng tân bình 4 tầng 6 pn 5wc,ho_chi_minh,Quận Tân Bình,Phường 15,98611111.1111111,1,1,1,3,60a07ede20b9de342106c9963edbbe10
"Bán nhà phân lô, oto kinh doanh  tại Nguyễn Chí Thanh-Đống Đa, 42m*6T.","Bán nhà chính chủ tại khu phân lô đường Nguyễn Chí Thanh, quận Đống Đa, nơi có vị trí đắc địa và giao thông thuận tiện. Ngõ thông thoáng, ô tô vào tận nơi, kết nối dễ dàng với nhiều tuyến đường huyết mạch như Láng, Nguyên Hồng, Huỳnh Thúc Kháng, Liễu Giai, Kim Mã, La Thành, Thái Hà...

Căn nhà có diện tích 42m², mặt tiền 4.1m, được xây dựng 6 tầng khung cột chắc chắn, rất phù hợp cho việc kinh doanh đa dạng. Chỉ mất vài phút đi bộ để đến Vincom Nguyễn Chí Thanh và 5 phút lái xe đến Hồ Tây. Giá chào bán là 14.6 tỷ (có thương lượng).

Nơi đây không chỉ có vị trí thuận lợi mà còn đầy đủ tiện ích cho cuộc sống như chợ, trường học chất lượng cao, bến xe buýt, hồ điều hòa, công viên và trung tâm thương mại.

Căn nhà được xây dựng với tâm huyết, thiết kế hiện đại và nội thất cao cấp, bao gồm:
- Tầng 1: Gara ô tô và vệ sinh.
- Tầng 2: Phòng khách, vệ sinh và 1 phòng rộng.
- Tầng 3, 4, 5: Mỗi tầng có 2 phòng rộng và vệ sinh.
- Tầng 6: Phòng thờ và sân phơi rộng.

Sổ đỏ chính chủ vuông vắn, sẵn sàng giao dịch ngay. Hiện tại, căn nhà đang cho thuê với dòng tiền 600 triệu/năm.

Liên hệ xem nhà ngay hôm nay: 0919922358 (Tài nhà đất).",,42 m2,ha_noi,Quận Đống Đa,Phường Láng Thượng,16/10/2025,6,5,6,https://bds.com.vn/ban-nha-phan-lo-oto-kinh-doanh--tai-nguyen-chi-thanh-dong-da-42m6t-p616792.html,2025-12-15T22:49:46.955496,ha_noi,2025,10,2025-10-16T00:00:00,,42.0,2025-10-16,"bán nhà phân lô, oto kinh doanh  tại nguyễn chí thanh-đống đa, 42m*6t.",ha_noi,Quận Đống Đa,Phường Láng Thượng,,0,1,1,2,613111ed624b363dc4c38b8dbdf487e4
"bán nhà hẻm xe hơi,2 tầng btct,dt 75m2,võ văn hát,quận 9, long trường chỉ còn 3,4 tỷ","Lô đất góc 2 mặt hẻm xe hơi, tọa lạc ngay trung tâm Quận 9, chỉ sát mặt tiền Võ Văn Hát, đang chờ chủ nhân mới với mức giá nhỉnh 3 tỷ.

Nhà được thiết kế hiện đại với kết cấu 1 trệt và 1 lầu, bao gồm 2 phòng ngủ, 2 nhà vệ sinh, bếp, phòng khách và ban công thoáng đãng. Vị trí 2 mặt hẻm thông thoáng, dễ dàng kết nối ra Lã Xuân Oai và Lò Lu, nằm trong khu vực Khu Công Nghệ Cao, hứa hẹn tiềm năng phát triển vượt bậc trong tương lai gần.

Khu vực xung quanh đầy đủ tiện ích như Bách Hóa Xanh, Chợ Lò Lu, KDC Long Trường, khu Đô Thị Đông Tăng Long, trường học các cấp... Pháp lý rõ ràng, chính chủ, sẵn sàng công chứng.

Liên hệ ngay với tôi, Minh, để xem nhà và thương lượng giá cả.",3.4 tỷ,75 m2,ho_chi_minh,Quận 9,Long Trường,16/10/2025,2,2,2,https://bds.com.vn/ban-nha-hem-xe-hoi2-tang-btctdt-75m2vo-van-hatquan-9-long-truong-chi-con-34-ty-p611516.html,2025-12-15T16:29:18.294337,ho_chi_minh,2025,10,2025-10-16T00:00:00,3400000000.0,75.0,2025-10-16,"bán nhà hẻm xe hơi,2 tầng btct,dt 75m2,võ văn hát,quận 9, long trường chỉ còn 3,4 tỷ",ho_chi_minh,Quận 9,Long Trường,45333333.333333336,1,1,1,3,622da93c1a6f92d1fc46cc1384081148
Bán Nhà - HXH Tránh - 76M2 - Đường Âu Cơ - Tân Phú Giáp Tân Bình - Chỉ Nhỉnh 8 Tỷ,"Nhà đẹp bán gấp tại hẻm xe hơi tránh nhau đường Âu Cơ, Tân Phú, chỉ nhỉnh 8 tỷ. Diện tích rộng rãi 76m2 với mặt tiền 4.6m và chiều dài 17m, ngôi nhà 1 trệt 1 lầu bao gồm 5 phòng ngủ và 4 phòng tắm, vẫn còn rất mới.

Vị trí thuận lợi, cách mặt tiền Âu Cơ chỉ 1 căn, dễ dàng di chuyển đến các quận lân cận như Tân Bình, Q.11, Q.10, Q.5. Đây là cơ hội lý tưởng cho việc kinh doanh đa ngành nghề hoặc cho thuê dịch vụ.

Ngôi nhà có sổ hồng riêng, pháp lý rõ ràng, công chứng ngay trong ngày.

Liên hệ ngay để biết thêm chi tiết và đặt lịch xem nhà.",8 tỷ,76 m2,ho_chi_minh,Quận Tân Phú,Phú Trung,16/10/2025,5,4,2,https://bds.com.vn/ban-nha---hxh-tranh---76m2---duong-au-co---tan-phu-giap-tan-binh---chi-nhinh-8-ty-p611270.html,2025-12-15T16:29:39.514322,ho_chi_minh,2025,10,2025-10-16T00:00:00,8000000000.0,76.0,2025-10-16,bán nhà - hxh tránh - 76m2 - đường âu cơ - tân phú giáp tân bình - chỉ nhỉnh 8 tỷ,ho_chi_minh,Quận Tân Phú,Phú Trung,105263157.89473684,1,1,1,3,6230a24f82897ca4366ed3d47ee02b1f
Hiếm KINH DOANH Lai Xá Hoài Đức LÔ GÓC Gara ÔTÔ 35mx4T 4.1 tỷ.,"Hiếm KINH DOANH Lai Xá Hoài Đức LÔ GÓC Gara ÔTÔ 35mx4T 4.1 tỷ.
Vị trí
+ Cực đẹp, đường trước nhà ô tô tránh dừng đỗ ngày đêm.
+ Áp ngay trục đường đô thị Hinode.
+Thửa đất căn nhà sát ngay bên khu đô thị Royal nên được hưởng trọn vẹn tiện ích của khu đô thị
+ Gần rất nhiều trường Đại học lớn, Đại học CN, Đại học Thành Đô, Đại học Công nghệ Đông Á, FPT...
+Liên hệ: Mr Tưởng chuyên thổ cư Hà Nội.
Chuyên nghiệp-chu đáo-tận tâm.
Miễn phí dẫn xem nhà 24/7",4.10 tỷ,35 m2,ha_noi,Huyện Hoài Đức,Xã Kim Chung,16/10/2025,3,3,4,https://bds.com.vn/hiem-kinh-doanh-lai-xa-hoai-duc-lo-goc-gara-oto-35mx4t-41-ty-p472032.html,2025-12-15T22:46:53.647630,ha_noi,2025,10,2025-10-16T00:00:00,4099999999.9999995,35.0,2025-10-16,hiếm kinh doanh lai xá hoài đức lô góc gara ôtô 35mx4t 4.1 tỷ.,ha_noi,Huyện Hoài Đức,Xã Kim Chung,117142857.14285713,1,1,1,3,686313062af93b3bf7d468e1e5af7e4a
BÁN NHÀ THÁI HÀ - 45M2 x 7T THANG MÁY - 20M MẶT PHỐ  - NHÀ MỚI - 3 MẶT THOÁNG - CÔNG NĂNG THƯỢNG THỪA - NHỈNH 10 TỶ,"Bán nhà Thái Hà, diện tích 45m2, 7 tầng thang máy, chỉ 20m từ mặt phố. Đây là cơ hội sở hữu một căn nhà mới, 3 mặt thoáng, với thiết kế công năng tối ưu, giá nhỉnh 10 tỷ.

Vị trí căn nhà nằm trên con phố VIP nhất Quận Đống Đa, nơi hội tụ nhiều thương hiệu thời trang nổi tiếng, công ty và cửa hàng kinh doanh sầm uất. Ngõ vào rộng rãi, ô tô có thể tránh nhau, chỉ cách ô tô 30m và cách mặt phố Nguyễn Văn Tuyết khoảng 20m, rất thuận tiện cho giao thông.

Xung quanh có đầy đủ tiện ích: gần các trường đại học danh tiếng, trung tâm thương mại lớn, siêu thị và trường học các cấp.

Về thiết kế, căn nhà được chủ nhà thiết kế rất tỉ mỉ, phù hợp cho nhiều mục đích sử dụng. Tầng 1 có thể kinh doanh, tầng 2, 3, 4, 5 mỗi tầng là một phòng ngủ master rộng rãi, tất cả đều có ban công thoáng đãng. Tầng 6 là phòng khách và bếp, tầng 7 là phòng thờ và sân phơi. Sổ đỏ vuông vắn, dễ dàng sang tên.

Hãy liên hệ ngay để biết thêm chi tiết và sắp xếp lịch xem nhà.",10.5 tỷ,45 m2,ha_noi,Quận Đống Đa,Phường Trung Liệt,16/10/2025,4,6,7,https://bds.com.vn/ban-nha-thai-ha---45m2-x-7t-thang-may---20m-mat-pho----nha-moi---3-mat-thoang---cong-nang-thuong-thua---nhinh-10-ty-p616268.html,2025-12-15T22:46:16.213506,ha_noi,2025,10,2025-10-16T00:00:00,10500000000.0,45.0,2025-10-16,bán nhà thái hà - 45m2 x 7t thang máy - 20m mặt phố  - nhà mới - 3 mặt thoáng - công năng thượng thừa - nhỉnh 10 tỷ,ha_noi,Quận Đống Đa,Phường Trung Liệt,233333333.33333334,1,1,1,3,68f1a0fe09fd704e976a8adedd60f46a
